120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
154.54.60.122 | Informações geográficas não encontradas | 389.932 | 3
154.54.60.122 | Informações geográficas não encontradas | 389.886 | 3
149.11.205.18 | Informações geográficas não encontradas | 320.943 | 3
149.11.205.18 | Informações geográficas não encontradas | 320.237 | 3
149.11.205.18 | Informações geográficas não encontradas | 320.193 | 3
107.155.17.240 | Informações geográficas não encontradas | 309.825 | 3
107.155.17.240 | Informações geográficas não encontradas | 374.182 | 3
107.155.17.240 | Informações geográficas não encontradas | 315.26 | 3
107.155.17.105 | Informações geográficas não encontradas | 329.119 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
107.155.17.105 | Informações geográficas não encontradas | 322.681 | 3
128.1.77.230 | Informações geográficas não encontradas | 309.437 | 3
128.1.77.230 | Informações geográficas não encontradas | 309.451 | 3
128.1.77.230 | Informações geográficas não encontradas | 309.584 | 3
10.0.23.199 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726025688
10.0.23.1 | Informações geográficas não encontradas | 0.731 | 3
10.0.23.1 | Informações geográficas não encontradas | 0.642 | 3
10.0.23.1 | Informações geográficas não encontradas | 1.167 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
45.222.26.4 | Informações geográficas não encontradas | 4.43 | 3
45.222.26.4 | Informações geográficas não encontradas | 3.621 | 3
45.222.26.4 | Informações geográficas não encontradas | 3.654 | 3
45.222.26.98 | Informações geográficas não encontradas | 2.55 | 3
45.222.26.98 | Informações geográficas não encontradas | 2.485 | 3
45.222.26.98 | Informações geográficas não encontradas | 2.478 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.561 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.253 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.723 | 3
169.255.0.44 | Informações geográficas não encontradas | 21.273 | 3
169.255.0.44 | Informações geográficas não encontradas | 21.309 | 3
169.255.0.44 | Informações geográficas não encontradas | 21.333 | 3
196.60.10.204 | Informações geográficas não encontradas | 25.891 | 3
196.60.10.204 | Informações geográficas não encontradas | 23.455 | 3
196.60.10.204 | Informações geográficas não encontradas | 23.268 | 3
154.92.25.2 | Informações geográficas não encontradas | 22.703 | 3
154.92.25.2 | Informações geográficas não encontradas | 22.725 | 3
154.92.25.2 | Informações geográficas não encontradas | 22.715 | 3
192.168.0.2 | Informações geográficas não encontradas | 156.225.111.17 | Informações geográficas não encontradas | 1726025688
192.168.0.1 | Informações geográficas não encontradas | 2.054 | 3
192.168.0.1 | Informações geográficas não encontradas | 2.043 | 3
192.168.0.1 | Informações geográficas não encontradas | 2.484 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
181.220.136.1 | Informações geográficas não encontradas | 15.468 | 3
181.220.136.1 | Informações geográficas não encontradas | 11.718 | 3
189.7.186.233 | Informações geográficas não encontradas | 13.758 | 3
189.7.186.233 | Informações geográficas não encontradas | 9.733 | 3
189.7.186.233 | Informações geográficas não encontradas | 8.903 | 3
200.249.16.9 | Informações geográficas não encontradas | 12.709 | 3
200.249.16.9 | Informações geográficas não encontradas | 11.864 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
200.230.3.143 | Informações geográficas não encontradas | 158.713 | 3
200.230.3.143 | Informações geográficas não encontradas | 157.537 | 3
200.230.3.143 | Informações geográficas não encontradas | 181.091 | 3
200.230.251.218 | Informações geográficas não encontradas | 172.289 | 3
200.230.251.218 | Informações geográficas não encontradas | 156.803 | 3
200.230.251.218 | Informações geográficas não encontradas | 157.799 | 3
200.230.220.126 | Informações geográficas não encontradas | 181.568 | 3
200.230.220.126 | Informações geográficas não encontradas | 157.708 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
206.126.237.98 | Informações geográficas não encontradas | 163.861 | 3
206.126.237.98 | Informações geográficas não encontradas | 165.52 | 3
206.126.237.98 | Informações geográficas não encontradas | 165.894 | 3
103.140.147.234 | Informações geográficas não encontradas | 155.426 | 3
103.140.147.234 | Informações geográficas não encontradas | 158.019 | 3
103.140.147.234 | Informações geográficas não encontradas | 154.819 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.140.147.253 | Informações geográficas não encontradas | 168.393 | 3
103.140.147.253 | Informações geográficas não encontradas | 168.51 | 3
98.98.230.245 | Informações geográficas não encontradas | 157.558 | 3
98.98.230.245 | Informações geográficas não encontradas | 156.833 | 3
98.98.230.245 | Informações geográficas não encontradas | 155.72 | 3
156.225.111.17 | Informações geográficas não encontradas | 166.848 | 3
156.225.111.17 | Informações geográficas não encontradas | 167.392 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
192.168.1.14 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726025690
192.168.1.1 | Informações geográficas não encontradas | 1.115 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.911 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.951 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.105 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.716 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.465 | 3
165.169.0.32 | Informações geográficas não encontradas | 2.254 | 3
165.169.0.32 | Informações geográficas não encontradas | 2.378 | 3
165.169.0.32 | Informações geográficas não encontradas | 2.564 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
165.169.0.33 | Informações geográficas não encontradas | 2.601 | 3
196.60.10.119 | Informações geográficas não encontradas | 41.054 | 3
196.60.10.119 | Informações geográficas não encontradas | 40.475 | 3
196.60.10.119 | Informações geográficas não encontradas | 40.525 | 3
196.60.10.204 | Informações geográficas não encontradas | 46.318 | 3
196.60.10.204 | Informações geográficas não encontradas | 41.501 | 3
196.60.10.204 | Informações geográficas não encontradas | 41.658 | 3
154.92.25.2 | Informações geográficas não encontradas | 40.09 | 3
154.92.25.2 | Informações geográficas não encontradas | 39.734 | 3
154.92.25.2 | Informações geográficas não encontradas | 39.332 | 3
192.168.1.10 | Informações geográficas não encontradas | 128.1.77.227 | Informações geográficas não encontradas | 1726025682
192.168.1.1 | Informações geográficas não encontradas | 0.884 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.422 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.255 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.612 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.564 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.63 | 3
193.253.83.90 | Informações geográficas não encontradas | 2.54 | 3
193.253.83.90 | Informações geográficas não encontradas | 2.521 | 3
193.253.83.90 | Informações geográficas não encontradas | 2.641 | 3
193.253.83.58 | Informações geográficas não encontradas | 4.111 | 3
193.253.83.58 | Informações geográficas não encontradas | 4.617 | 3
193.253.83.58 | Informações geográficas não encontradas | 4.052 | 3
81.253.131.118 | Informações geográficas não encontradas | 173.077 | 3
81.253.131.118 | Informações geográficas não encontradas | 174.821 | 3
81.253.131.118 | Informações geográficas não encontradas | 172.945 | 3
193.252.98.157 | Informações geográficas não encontradas | 172.916 | 3
193.252.98.157 | Informações geográficas não encontradas | 173.488 | 3
193.252.98.157 | Informações geográficas não encontradas | 176.015 | 3
193.252.137.74 | Informações geográficas não encontradas | 173.054 | 3
193.252.137.74 | Informações geográficas não encontradas | 173.874 | 3
193.252.137.74 | Informações geográficas não encontradas | 173.502 | 3
193.251.133.23 | Informações geográficas não encontradas | 173.858 | 3
193.251.133.23 | Informações geográficas não encontradas | 173.43 | 3
193.251.133.23 | Informações geográficas não encontradas | 173.481 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
107.155.17.246 | Informações geográficas não encontradas | 176.982 | 3
107.155.17.246 | Informações geográficas não encontradas | 175.5 | 3
107.155.17.246 | Informações geográficas não encontradas | 175.442 | 3
107.155.17.107 | Informações geográficas não encontradas | 174.431 | 3
107.155.17.107 | Informações geográficas não encontradas | 276.258 | 3
107.155.17.107 | Informações geográficas não encontradas | 190.446 | 3
128.1.77.227 | Informações geográficas não encontradas | 173.626 | 3
128.1.77.227 | Informações geográficas não encontradas | 173.332 | 3
128.1.77.227 | Informações geográficas não encontradas | 172.503 | 3
192.168.0.100 | Informações geográficas não encontradas | 156.246.19.249 | Informações geográficas não encontradas | 1726025681
156.246.19.249 | Informações geográficas não encontradas | 48.241 | 3
156.246.19.249 | Informações geográficas não encontradas | 47.517 | 3
156.246.19.249 | Informações geográficas não encontradas | 47.874 | 3
192.168.1.116 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726025546
192.168.1.1 | Informações geográficas não encontradas | 0.996 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.809 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.912 | 3
114.23.98.255 | Informações geográficas não encontradas | 7.917 | 3
114.23.98.255 | Informações geográficas não encontradas | 7.548 | 3
114.23.98.255 | Informações geográficas não encontradas | 7.434 | 3
114.23.15.226 | Informações geográficas não encontradas | 7.686 | 3
114.23.15.226 | Informações geográficas não encontradas | 7.786 | 3
114.23.15.226 | Informações geográficas não encontradas | 7.983 | 3
43.240.33.64 | Informações geográficas não encontradas | 23.738 | 3
43.240.33.64 | Informações geográficas não encontradas | 24.359 | 3
43.240.33.64 | Informações geográficas não encontradas | 24.729 | 3
43.240.33.125 | Informações geográficas não encontradas | 26.382 | 3
43.240.33.125 | Informações geográficas não encontradas | 33.038 | 3
43.240.33.125 | Informações geográficas não encontradas | 30.511 | 3
43.240.33.122 | Informações geográficas não encontradas | 24.176 | 3
43.240.33.122 | Informações geográficas não encontradas | 24.497 | 3
43.240.33.122 | Informações geográficas não encontradas | 24.654 | 3
43.240.33.48 | Informações geográficas não encontradas | 24.249 | 3
43.240.33.48 | Informações geográficas não encontradas | 24.342 | 3
43.240.33.48 | Informações geográficas não encontradas | 23.579 | 3
43.240.33.63 | Informações geográficas não encontradas | 22.283 | 3
43.240.33.63 | Informações geográficas não encontradas | 22.253 | 3
43.240.33.63 | Informações geográficas não encontradas | 21.526 | 3
114.23.29.6 | Informações geográficas não encontradas | 24.051 | 3
114.23.29.6 | Informações geográficas não encontradas | 21.987 | 3
114.23.29.6 | Informações geográficas não encontradas | 21.706 | 3
43.240.33.26 | Informações geográficas não encontradas | 24.276 | 3
43.240.33.26 | Informações geográficas não encontradas | 23.759 | 3
43.240.33.26 | Informações geográficas não encontradas | 24.206 | 3
43.240.33.23 | Informações geográficas não encontradas | 23.805 | 3
43.240.33.23 | Informações geográficas não encontradas | 24.335 | 3
43.240.33.23 | Informações geográficas não encontradas | 24.308 | 3
43.240.33.33 | Informações geográficas não encontradas | 24.876 | 3
43.240.33.33 | Informações geográficas não encontradas | 23.459 | 3
43.240.33.33 | Informações geográficas não encontradas | 23.347 | 3
43.240.33.43 | Informações geográficas não encontradas | 24.133 | 3
43.240.33.43 | Informações geográficas não encontradas | 23.918 | 3
43.240.33.43 | Informações geográficas não encontradas | 24.575 | 3
122.56.118.157 | Informações geográficas não encontradas | 24.016 | 3
122.56.118.157 | Informações geográficas não encontradas | 24.08 | 3
122.56.118.157 | Informações geográficas não encontradas | 24.407 | 3
122.56.127.17 | Informações geográficas não encontradas | 23.382 | 3
122.56.127.17 | Informações geográficas não encontradas | 24.419 | 3
122.56.127.17 | Informações geográficas não encontradas | 23.919 | 3
122.56.127.94 | Informações geográficas não encontradas | 46.456 | 3
122.56.127.94 | Informações geográficas não encontradas | 46.229 | 3
122.56.127.94 | Informações geográficas não encontradas | 46.422 | 3
45.127.173.34 | Informações geográficas não encontradas | 57.128 | 3
45.127.173.34 | Informações geográficas não encontradas | 49.678 | 3
45.127.173.34 | Informações geográficas não encontradas | 49.536 | 3
156.246.19.251 | Informações geográficas não encontradas | 46.764 | 3
156.246.19.251 | Informações geográficas não encontradas | 46.485 | 3
156.246.19.251 | Informações geográficas não encontradas | 46.552 | 3
192.168.1.3 | Informações geográficas não encontradas | 154.92.25.9 | Informações geográficas não encontradas | 1726025695
192.168.1.1 | Informações geográficas não encontradas | 1.127 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.008 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.105 | 3
154.67.3.143 | Informações geográficas não encontradas | 2.687 | 3
154.67.3.143 | Informações geográficas não encontradas | 3.603 | 3
154.67.3.143 | Informações geográficas não encontradas | 3.186 | 3
154.67.2.76 | Informações geográficas não encontradas | 43.289 | 3
154.67.2.76 | Informações geográficas não encontradas | 43.664 | 3
154.67.2.76 | Informações geográficas não encontradas | 56.315 | 3
196.60.8.69 | Informações geográficas não encontradas | 39.475 | 3
196.60.8.69 | Informações geográficas não encontradas | 40.204 | 3
196.60.8.69 | Informações geográficas não encontradas | 38.991 | 3
196.60.10.204 | Informações geográficas não encontradas | 59.537 | 3
196.60.10.204 | Informações geográficas não encontradas | 44.66 | 3
196.60.10.204 | Informações geográficas não encontradas | 46.266 | 3
154.92.25.9 | Informações geográficas não encontradas | 39.282 | 3
154.92.25.9 | Informações geográficas não encontradas | 38.712 | 3
154.92.25.9 | Informações geográficas não encontradas | 39.261 | 3
192.168.200.142 | Informações geográficas não encontradas | 156.225.111.21 | Informações geográficas não encontradas | 1726025684
192.168.200.254 | Informações geográficas não encontradas | 0.992 | 3
192.168.200.254 | Informações geográficas não encontradas | 0.726 | 3
192.168.200.254 | Informações geográficas não encontradas | 0.651 | 3
179.51.239.1 | Informações geográficas não encontradas | 1.281 | 3
179.51.239.1 | Informações geográficas não encontradas | 1.285 | 3
179.51.239.1 | Informações geográficas não encontradas | 1.27 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.614 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.723 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.305 | 3
179.31.62.144 | Informações geográficas não encontradas | 138.376 | 3
179.31.62.144 | Informações geográficas não encontradas | 137.989 | 3
179.31.62.144 | Informações geográficas não encontradas | 148.114 | 3
179.31.62.50 | Informações geográficas não encontradas | 138.168 | 3
179.31.62.50 | Informações geográficas não encontradas | 138.496 | 3
179.31.62.50 | Informações geográficas não encontradas | 145.096 | 3
179.31.62.141 | Informações geográficas não encontradas | 138.013 | 3
179.31.62.141 | Informações geográficas não encontradas | 137.718 | 3
179.31.62.141 | Informações geográficas não encontradas | 137.87 | 3
206.126.236.189 | Informações geográficas não encontradas | 143.989 | 3
206.126.236.189 | Informações geográficas não encontradas | 138.002 | 3
206.126.236.189 | Informações geográficas não encontradas | 137.924 | 3
206.126.236.24 | Informações geográficas não encontradas | 142.665 | 3
206.126.236.24 | Informações geográficas não encontradas | 139.157 | 3
206.126.236.24 | Informações geográficas não encontradas | 139.806 | 3
156.225.111.21 | Informações geográficas não encontradas | 137.035 | 3
156.225.111.21 | Informações geográficas não encontradas | 137.095 | 3
156.225.111.21 | Informações geográficas não encontradas | 136.912 | 3
172.16.23.152 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726025697
172.16.23.254 | Informações geográficas não encontradas | 0.758 | 3
172.16.23.254 | Informações geográficas não encontradas | 0.638 | 3
172.16.23.254 | Informações geográficas não encontradas | 0.603 | 3
10.20.25.183 | Informações geográficas não encontradas | 9.378 | 3
10.20.25.183 | Informações geográficas não encontradas | 9.204 | 3
10.20.25.183 | Informações geográficas não encontradas | 9.054 | 3
203.29.134.195 | Informações geográficas não encontradas | 9.48 | 3
203.29.134.195 | Informações geográficas não encontradas | 9.576 | 3
203.29.134.195 | Informações geográficas não encontradas | 9.53 | 3
203.174.132.53 | Informações geográficas não encontradas | 9.964 | 3
203.174.132.53 | Informações geográficas não encontradas | 10.109 | 3
203.174.132.53 | Informações geográficas não encontradas | 10.025 | 3
210.23.157.97 | Informações geográficas não encontradas | 10.799 | 3
210.23.157.97 | Informações geográficas não encontradas | 10.354 | 3
210.23.157.97 | Informações geográficas não encontradas | 10.509 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
203.50.6.236 | Informações geográficas não encontradas | 39.1 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
203.50.6.122 | Informações geográficas não encontradas | 50.002 | 3
203.50.6.122 | Informações geográficas não encontradas | 50.441 | 3
203.50.6.122 | Informações geográficas não encontradas | 51.313 | 3
203.50.13.124 | Informações geográficas não encontradas | 50.738 | 3
203.50.13.124 | Informações geográficas não encontradas | 50.617 | 3
203.50.13.124 | Informações geográficas não encontradas | 51.17 | 3
203.50.13.132 | Informações geográficas não encontradas | 61.355 | 3
203.50.13.132 | Informações geográficas não encontradas | 61.246 | 3
203.50.13.132 | Informações geográficas não encontradas | 61.597 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
203.50.6.106 | Informações geográficas não encontradas | 61.878 | 3
203.50.13.94 | Informações geográficas não encontradas | 60.99 | 3
203.50.13.94 | Informações geográficas não encontradas | 62.95 | 3
203.50.13.94 | Informações geográficas não encontradas | 62.698 | 3
203.50.13.94 | Informações geográficas não encontradas | 62.008 | 3
203.50.13.94 | Informações geográficas não encontradas | 61.651 | 3
203.50.13.94 | Informações geográficas não encontradas | 62.227 | 3
202.84.222.137 | Informações geográficas não encontradas | 61.268 | 3
202.84.222.137 | Informações geográficas não encontradas | 61.225 | 3
202.84.222.137 | Informações geográficas não encontradas | 60.597 | 3
202.84.222.137 | Informações geográficas não encontradas | 62.572 | 3
202.84.222.137 | Informações geográficas não encontradas | 60.968 | 3
202.84.222.137 | Informações geográficas não encontradas | 61.174 | 3
202.84.222.82 | Informações geográficas não encontradas | 60.766 | 3
202.84.222.82 | Informações geográficas não encontradas | 61.236 | 3
202.84.222.82 | Informações geográficas não encontradas | 60.783 | 3
210.57.5.171 | Informações geográficas não encontradas | 63.885 | 3
210.57.5.171 | Informações geográficas não encontradas | 62.267 | 3
210.57.5.171 | Informações geográficas não encontradas | 61.841 | 3
156.246.19.251 | Informações geográficas não encontradas | 60.524 | 3
156.246.19.251 | Informações geográficas não encontradas | 60.606 | 3
156.246.19.251 | Informações geográficas não encontradas | 60.934 | 3
192.168.88.254 | Informações geográficas não encontradas | 156.225.111.17 | Informações geográficas não encontradas | 1726025684
192.168.88.1 | Informações geográficas não encontradas | 1.003 | 3
192.168.88.1 | Informações geográficas não encontradas | 0.703 | 3
192.168.88.1 | Informações geográficas não encontradas | 0.656 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.946 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.678 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.735 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.463 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.113 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.173 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.17 | Informações geográficas não encontradas | 83.641 | 3
156.225.111.17 | Informações geográficas não encontradas | 83.395 | 3
156.225.111.17 | Informações geográficas não encontradas | 83.398 | 3
192.168.1.2 | Informações geográficas não encontradas | 156.225.111.17 | Informações geográficas não encontradas | 1726025695
192.168.1.1 | Informações geográficas não encontradas | 1.428 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.082 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.996 | 3
100.100.192.1 | Informações geográficas não encontradas | 5.142 | 3
100.100.192.1 | Informações geográficas não encontradas | 5.066 | 3
100.100.192.1 | Informações geográficas não encontradas | 4.983 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.482 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.558 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.347 | 3
100.126.100.9 | Informações geográficas não encontradas | 6.063 | 3
100.126.100.9 | Informações geográficas não encontradas | 5.015 | 3
100.126.100.9 | Informações geográficas não encontradas | 4.548 | 3
10.230.0.81 | Informações geográficas não encontradas | 5.053 | 3
10.230.0.81 | Informações geográficas não encontradas | 5.008 | 3
10.230.0.81 | Informações geográficas não encontradas | 10.594 | 3
100.127.250.42 | Informações geográficas não encontradas | 10.987 | 3
100.127.250.42 | Informações geográficas não encontradas | 10.496 | 3
100.127.250.42 | Informações geográficas não encontradas | 10.876 | 3
100.127.250.17 | Informações geográficas não encontradas | 43.046 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
100.127.250.17 | Informações geográficas não encontradas | 41.529 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
10.192.138.1 | Informações geográficas não encontradas | 41.172 | 3
10.192.138.1 | Informações geográficas não encontradas | 40.709 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
4.69.136.66 | Informações geográficas não encontradas | 154.938 | 3
4.69.136.66 | Informações geográficas não encontradas | 156.418 | 3
4.69.136.66 | Informações geográficas não encontradas | 157.858 | 3
4.14.101.14 | Informações geográficas não encontradas | 157.658 | 3
4.14.101.14 | Informações geográficas não encontradas | 157.161 | 3
4.14.101.14 | Informações geográficas não encontradas | 156.467 | 3
103.140.147.238 | Informações geográficas não encontradas | 157.242 | 3
103.140.147.238 | Informações geográficas não encontradas | 156.803 | 3
103.140.147.238 | Informações geográficas não encontradas | 156.432 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.140.147.203 | Informações geográficas não encontradas | 156.398 | 3
103.140.147.203 | Informações geográficas não encontradas | 156.914 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.17 | Informações geográficas não encontradas | 165.507 | 3
156.225.111.17 | Informações geográficas não encontradas | 165.038 | 3
156.225.111.17 | Informações geográficas não encontradas | 165.691 | 3
154.70.207.39 | Informações geográficas não encontradas | 154.85.67.14 | Informações geográficas não encontradas | 1726025765
154.70.207.1 | Informações geográficas não encontradas | 0.171 | 3
154.70.207.1 | Informações geográficas não encontradas | 0.197 | 3
154.70.207.1 | Informações geográficas não encontradas | 0.167 | 3
185.1.192.51 | Informações geográficas não encontradas | 18.149 | 3
185.1.192.51 | Informações geográficas não encontradas | 15.189 | 3
185.1.192.51 | Informações geográficas não encontradas | 15.595 | 3
154.85.67.14 | Informações geográficas não encontradas | 14.017 | 3
154.85.67.14 | Informações geográficas não encontradas | 13.956 | 3
154.85.67.14 | Informações geográficas não encontradas | 13.883 | 3
196.6.220.42 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726025730
196.6.220.1 | Informações geográficas não encontradas | 0.321 | 3
196.6.220.1 | Informações geográficas não encontradas | 0.438 | 3
196.6.220.1 | Informações geográficas não encontradas | 0.376 | 3
197.155.93.66 | Informações geográficas não encontradas | 2.002 | 3
197.155.93.66 | Informações geográficas não encontradas | 0.934 | 3
197.155.93.66 | Informações geográficas não encontradas | 0.801 | 3
197.155.94.46 | Informações geográficas não encontradas | 59.595 | 3
197.155.94.46 | Informações geográficas não encontradas | 60.313 | 3
197.155.94.46 | Informações geográficas não encontradas | 60.075 | 3
41.60.199.90 | Informações geográficas não encontradas | 59.69 | 3
41.60.199.90 | Informações geográficas não encontradas | 59.892 | 3
41.60.199.90 | Informações geográficas não encontradas | 61.136 | 3
41.175.223.182 | Informações geográficas não encontradas | 59.904 | 3
41.175.223.182 | Informações geográficas não encontradas | 59.775 | 3
41.175.223.182 | Informações geográficas não encontradas | 59.882 | 3
41.175.223.144 | Informações geográficas não encontradas | 59.989 | 3
41.175.223.144 | Informações geográficas não encontradas | 60.806 | 3
41.175.223.144 | Informações geográficas não encontradas | 59.401 | 3
41.175.222.254 | Informações geográficas não encontradas | 60.325 | 3
41.175.222.254 | Informações geográficas não encontradas | 60.869 | 3
41.175.222.254 | Informações geográficas não encontradas | 59.649 | 3
196.60.10.204 | Informações geográficas não encontradas | 65.862 | 3
196.60.10.204 | Informações geográficas não encontradas | 61.132 | 3
196.60.10.204 | Informações geográficas não encontradas | 62.112 | 3
154.92.25.2 | Informações geográficas não encontradas | 59.338 | 3
154.92.25.2 | Informações geográficas não encontradas | 59.399 | 3
154.92.25.2 | Informações geográficas não encontradas | 59.26 | 3
192.168.11.100 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726025685
192.168.11.1 | Informações geográficas não encontradas | 1.64 | 3
192.168.11.1 | Informações geográficas não encontradas | 1.14 | 3
192.168.11.1 | Informações geográficas não encontradas | 0.89 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.203 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.461 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.43 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.649 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.807 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.589 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.234 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.18 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.204 | 3
10.43.250.241 | Informações geográficas não encontradas | 55.635 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.338 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.055 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.472 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.55 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.465 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.297 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.271 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.931 | 3
195.2.28.221 | Informações geográficas não encontradas | 43.628 | 3
195.2.28.221 | Informações geográficas não encontradas | 43.472 | 3
195.2.28.221 | Informações geográficas não encontradas | 44.251 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.411 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.518 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.884 | 3
41.78.188.134 | Informações geográficas não encontradas | 203.688 | 3
41.78.188.134 | Informações geográficas não encontradas | 203.513 | 3
41.78.188.134 | Informações geográficas não encontradas | 203.569 | 3
41.78.188.144 | Informações geográficas não encontradas | 204.656 | 3
